"Supplied Name","guid","scientificName","family","kingdom"
"Lecanora mughicola","NBNSYS0000041610","Lecanora mughicola","Lecanoraceae","Fungi"
"Calicium salicinum","NBNSYS0000015541","Calicium salicinum","Caliciaceae","Fungi"
"Caloplaca chrysodeta","BMSSYS0000003127","Caloplaca chrysodeta","Teloschistaceae","Fungi"
"Acarospora macrospora subsp. murorum","BMSSYS0000000058","Acarospora macrospora subsp. murorum","Acarosporaceae","Fungi"
"Lecanora intumescens","NBNSYS0000018600","Lecanora intumescens","Lecanoraceae","Fungi"
"Parmotrema arnoldii","NBNSYS0000018866","Parmotrema arnoldii","Parmeliaceae","Fungi"
"Rhizocarpon ridescens","NHMSYS0001496289","Rhizocarpon ridescens","Rhizocarpaceae","Fungi"
"Collema tenax var. vulgare","NHMSYS0001478320","Collema tenax var. vulgare","Collemataceae","Fungi"
"Trapelia elacista","BMSSYS0000728277","Trapelia elacista","Trapeliaceae","Fungi"
"Megaspora verrucosa","NBNSYS0000018855","Megaspora verrucosa","Megasporaceae","Fungi"
"Parmeliopsis hyperopta","NBNSYS0000153260","Parmeliopsis hyperopta","Parmeliaceae","Fungi"
"Rhizocarpon anaperum","BMSSYS0000016196","Rhizocarpon anaperum","Rhizocarpaceae","Fungi"
"Pterygiopsis lacustris","NHMSYS0001495459","Pterygiopsis lacustris","Lichinaceae","Fungi"
"Lecanora conizaeoides f. variola","NHMSYS0001486354","Lecanora conizaeoides f. variola","Lecanoraceae","Fungi"
"Xanthoparmelia luteonotata","NHMSYS0020536349","Xanthoparmelia luteonotata","Parmeliaceae","Fungi"
"Verrucaria simplex","NHMSYS0001501703","Verrucaria simplex","Verrucariaceae","Fungi"
"Aspicilia leprosescens","NBNSYS0000018195","Aspicilia leprosescens","Megasporaceae","Fungi"
"Lecidea brachyspora","NHMSYS0001486611","Lecidea brachyspora","Lecideaceae","Fungi"
"Fuscidea kochiana","NHMSYS0001482508","Fuscidea kochiana","Fuscideaceae","Fungi"
"Lecanora fuscescens","NBNSYS0000018593","Lecanora fuscescens","Lecanoraceae","Fungi"
"Sticta ciliata","NHMSYS0020000024","Sticta ciliata","Lobariaceae","Fungi"
"Enterographa sorediata","NBNSYS0000019181","Enterographa sorediata","Roccellaceae","Fungi"
"Cladonia subcervicornis","NBNSYS0000018411","Cladonia subcervicornis","Cladoniaceae","Fungi"
"Phaeographis dendritica","NHMSYS0001492987","Phaeographis dendritica","Graphidaceae","Fungi"
"Porpidia speirea","NBNSYS0000018718","Porpidia speirea","Lecideaceae","Fungi"
"Pyrenula nitida","NBNSYS0000019904","Pyrenula nitida","Pyrenulaceae","Fungi"
"Acarospora glaucocarpa","NBNSYS0000018151","Acarospora glaucocarpa","Acarosporaceae","Fungi"
"Buellia aethalea","NHMSYS0001476303","Buellia aethalea","Caliciaceae","Fungi"
"Leptogium turgidum","NBNSYS0000018791","Leptogium turgidum","Collemataceae","Fungi"
"Buellia violaceofusca","NHMSYS0001476346","Buellia violaceofusca","Caliciaceae","Fungi"
"Psoroglaena stigonemoides","BMSSYS0000015581","Psoroglaena stigonemoides","Verrucariaceae","Fungi"
"Arthonia phaeobaea","NBNSYS0000015509","Arthonia phaeobaea","Arthoniaceae","Fungi"
"Fuscidea lightfootii","NHMSYS0001482509","Fuscidea lightfootii","Fuscideaceae","Fungi"
"Lecidea globulispora","NHMSYS0020990033","Lecidea globulispora","Lecideaceae","Fungi"
"Verrucaria bulgarica","NHMSYS0001501539","Verrucaria bulgarica","Verrucariaceae","Fungi"
"Caloplaca cerinella","NBNSYS0000020520","Caloplaca cerinella","Teloschistaceae","Fungi"
"Pachyphiale fagicola","NBNSYS0000016974","Pachyphiale fagicola","Gyalectaceae","Fungi"
"Vahliella leucophaea","NHMSYS0020991179","Vahliella leucophaea","Vahliellaceae","Fungi"
"Dimerella lutea","NHMSYS0001478184","Coenogonium luteum","Coenogoniaceae","Fungi"
"Miriquidica atrofulva","NBNSYS0000018643","Miriquidica atrofulva","Lecanoraceae","Fungi"
"Trapeliopsis wallrothii","NBNSYS0000019118","Trapeliopsis wallrothii","Trapeliaceae","Fungi"
"Thelopsis rubella","NBNSYS0000016952","Thelopsis rubella","Stictidaceae","Fungi"
"Catillaria chalybeia var. chloropoliza","NHMSYS0021554734","Catillaria baliola","Catillariaceae","Fungi"
"Caloplaca asserigena","NHMSYS0020989881","Caloplaca asserigena","Teloschistaceae","Fungi"
"Micarea pseudomarginata","NBNSYS0000039685","Micarea pseudomarginata","Pilocarpaceae","Fungi"
"Calicium corynellum","NBNSYS0000015535","Calicium corynellum","Caliciaceae","Fungi"
"Arthonia ligniaria","NHMSYS0001474954","Arthonia ligniaria","Arthoniaceae","Fungi"
"Lecania nylanderiana","NHMSYS0001486282","Lecania nylanderiana","Ramalinaceae","Fungi"
"Lecanora saligna","NBNSYS0000018621","Lecanora saligna","Lecanoraceae","Fungi"
"Cladonia alpina","BMSSYS0000003886","Cladonia alpina","Cladoniaceae","Fungi"
"Protothelenella leucothelia","NHMSYS0001494860","Protothelenella leucothelia","Protothelenellaceae","Fungi"
"Alectoria sarmentosa subsp. sarmentosa","NHMSYS0001474319","Alectoria sarmentosa subsp. sarmentosa","Parmeliaceae","Fungi"
"Micarea prasina s. lat.","BMSSYS0000289997","Micarea prasina s. lat.","Pilocarpaceae","Fungi"
"Acrocordia subglobosa","NHMSYS0001596575","Acrocordia subglobosa","Monoblastiaceae","Fungi"
"Bryonora curvescens","NBNSYS0000018254","Bryonora curvescens","Lecanoraceae","Fungi"
"Usnea ceratina","NBNSYS0000019136","Usnea ceratina","Parmeliaceae","Fungi"
"Acarospora fuscata","BMSSYS0000042064","Acarospora fuscata","Acarosporaceae","Fungi"
"Pseudevernia furfuracea var. ceratea","NHMSYS0001495159","Pseudevernia furfuracea var. ceratea","Parmeliaceae","Fungi"
"Bacidia herbarum","NBNSYS0000039580","Bacidia herbarum","Ramalinaceae","Fungi"
"Umbilicaria hirsuta","NBNSYS0000019126","Umbilicaria hirsuta","Umbilicariaceae","Fungi"
"Stereocaulon vesuvianum var. symphycheileoides","NHMSYS0001498954","Stereocaulon vesuvianum var. symphycheileoides","Stereocaulaceae","Fungi"
"Lecanora subintricata","NHMSYS0001486476","Lecanora subintricata","Lecanoraceae","Fungi"
"Lecidea phaeops","NBNSYS0000018705","Lecidea phaeops","Lecideaceae","Fungi"
"Pyrrhospora rubiginans","BMSSYS0000015801","Pyrrhospora rubiginans","Lecanoraceae","Fungi"
"Pertusaria amara f. amara","BMSSYS0000598522","Lepra amara",,"Fungi"
"Acarospora umbilicata f. congredians","BMSSYS0000000071","Acarospora umbilicata f. congredians","Acarosporaceae","Fungi"
"Catillaria minuta","NHMSYS0001476932","Catillaria minuta","Catillariaceae","Fungi"
"Dibaeis baeomyces","NHMSYS0001480684","Dibaeis baeomyces","Icmadophilaceae","Fungi"
"Reichlingia leopoldii","NHMSYS0001496149","Reichlingia leopoldii","Arthoniaceae","Fungi"
"Miriquidica complanata f. sorediata","NHMSYS0001489670","Miriquidica complanata f. sorediata","Lecanoraceae","Fungi"
"Pannaria rubiginosa","NBNSYS0000018862","Pannaria rubiginosa","Pannariaceae","Fungi"
"Sparria endlicheri","NHMSYS0020990871","Sparria endlicheri","Roccellaceae","Fungi"
"Micarea myriocarpa","NHMSYS0001489460","Micarea myriocarpa","Pilocarpaceae","Fungi"
"Lecanora albellula var. macroconidiata","NHMSYS0020990316","Lecanora albellula var. macroconidiata","Lecanoraceae","Fungi"
"Vezdaea acicularis","NBNSYS0000039821","Vezdaea acicularis","Vezdaeaceae","Fungi"
"Collema occultatum","BMSSYS0000050729","Rostania occultata","Collemataceae","Fungi"
"Lecidea promixta","NHMSYS0001486873","Lecidea promixta","Lecideaceae","Fungi"
"Lecidea sarcogynoides","NBNSYS0000018713","Lecidea sarcogynoides","Lecideaceae","Fungi"
"Parmotrema pseudoreticulatum","NHMSYS0020535798","Parmotrema pseudoreticulatum","Parmeliaceae","Fungi"
"Lecidea promiscens","NHMSYS0001486872","Lecidea promiscens","Lecideaceae","Fungi"
"Dirina fallax","NHMSYS0020990178","Dirina fallax","Roccellaceae","Fungi"
"Toninia rosulata","BMSSYS0000731216","Thalloidima rosulatum","Ramalinaceae","Fungi"
"Thelotrema lepadinum","NBNSYS0000016954","Thelotrema lepadinum","Graphidaceae","Fungi"
"Verrucaria sublobulata","NHMSYS0020536331","Verrucaria sublobulata","Verrucariaceae","Fungi"
"Staurothele rugulosa","NHMSYS0021645665","Nesothele rugulosa","Verrucariaceae","Fungi"
"Lecanora zosterae","BMSSYS0000048306","Myriolecis zosterae","Lecanoraceae","Fungi"
"Phylliscum demangeonii","NHMSYS0001493585","Phylliscum demangeonii","Lichinaceae","Fungi"
"Aspicilia cinerea s. str.","NHMSYS0000364601","Aspicilia cinerea s. str.","Megasporaceae","Fungi"
"Melaspilea atroides","NBNSYS0000039677","Melaspilea atroides","Melaspileaceae","Fungi"
"Porpidia nadvornikiana","NHMSYS0001494693","Porpidia nadvornikiana","Lecideaceae","Fungi"
"Coppinsia minutissima","BMSSYS0000004650","Coppinsia minutissima","Trapeliaceae","Fungi"
"Pachnolepia pruinata","BMSSYS0000048756","Pachnolepia pruinata","Arthoniaceae","Fungi"
"Fellhanera subtilis","NHMSYS0001482175","Fellhanera subtilis","Pilocarpaceae","Fungi"
"Chrysothrix chlorina","NBNSYS0000018342","Chrysothrix chlorina","Chrysotrichaceae","Fungi"
"Thermutis velutina","NBNSYS0000019087","Thermutis velutina","Lichinaceae","Fungi"
"Pertusaria lactescens","NBNSYS0000019398","Pertusaria lactescens","Pertusariaceae","Fungi"
"Bacidia neosquamulosa","BMSSYS0000042817","Bacidina neosquamulosa","Ramalinaceae","Fungi"
"Cladonia ramulosa","NHMSYS0001477667","Cladonia ramulosa","Cladoniaceae","Fungi"
"Buellia griseovirens","NBNSYS0000018275","Buellia griseovirens","Caliciaceae","Fungi"
"Hypogymnia physodes","NBNSYS0000018536","Hypogymnia physodes","Parmeliaceae","Fungi"
"Physcia dubia","NBNSYS0000018930","Physcia dubia","Physciaceae","Fungi"
"Rinodina intermedia","BMSSYS0000016424","Rinodina intermedia","Physciaceae","Fungi"
"Thelocarpon epibolum s. lat.","BMSSYS0000534253","Thelocarpon epibolum s. lat.","Thelocarpaceae","Fungi"
"Verrucaria internigrescens","NBNSYS0000020689","Verrucaria internigrescens","Verrucariaceae","Fungi"
"Porocyphus kenmorensis","NHMSYS0001494660","Porocyphus kenmorensis","Lichinaceae","Fungi"
"Hydropunctaria oceanica","NHMSYS0020990287","Hydropunctaria oceanica","Verrucariaceae","Fungi"
"Porpidia melinodes","BMSSYS0000015264","Porpidia melinodes","Lecideaceae","Fungi"
"Lambiella globulosa","BMSSYS0000046912","Lambiella globulosa","Trapeliaceae","Fungi"
"Thelopsis isiaca","BMSSYS0000018499","Thelopsis isiaca","Stictidaceae","Fungi"
"Heterodermia obscurata","NBNSYS0000018510","Heterodermia obscurata","Physciaceae","Fungi"
"Lecidea lactea s. str.","NHMSYS0000364668","Lecidea lactea s. str.","Lecideaceae","Fungi"
"Trapeliopsis flexuosa","NHMSYS0001499951","Trapeliopsis flexuosa","Trapeliaceae","Fungi"
"Stereocaulon spathuliferum","NBNSYS0000019064","Stereocaulon spathuliferum","Stereocaulaceae","Fungi"
"Bilimbia sabuletorum","BMSSYS0000002547","Bilimbia sabuletorum","Lecideaceae","Fungi"
"Staurothele rufa","NBNSYS0000020642","Staurothele rufa","Verrucariaceae","Fungi"
"Tephromela atra var. torulosa","NHMSYS0001499453","Tephromela atra var. torulosa","Mycoblastaceae","Fungi"
"Porpidia lowiana","NHMSYS0001494686","Porpidia lowiana","Lecideaceae","Fungi"
"Bacidia friesiana","NBNSYS0000018225","Bacidia friesiana","Ramalinaceae","Fungi"
"Acarospora impressula","NBNSYS0000018154","Acarospora impressula","Acarosporaceae","Fungi"
"Cetraria sepincola","NBNSYS0000018339","Cetraria sepincola","Parmeliaceae","Fungi"
"Amandinea coniops","NHMSYS0020989708","Amandinea coniops","Caliciaceae","Fungi"
"Bryoria lanestris","NBNSYS0000018261","Bryoria lanestris","Parmeliaceae","Fungi"
"Cladonia cyathomorpha","NBNSYS0000018366","Cladonia cyathomorpha","Cladoniaceae","Fungi"
"Porina curnowii","NBNSYS0000019888","Porina curnowii","Porinaceae","Fungi"
"Thelocarpon intermediellum","NBNSYS0000019080","Thelocarpon intermediellum","Thelocarpaceae","Fungi"
"Fuscopannaria ignobilis","BMSSYS0000006970","Fuscopannaria ignobilis","Pannariaceae","Fungi"
"Cetraria islandica subsp. crispiformis","NHMSYS0001477208","Cetraria islandica subsp. crispiformis","Parmeliaceae","Fungi"
"Bacidia laurocerasi","NBNSYS0000018233","Bacidia laurocerasi","Ramalinaceae","Fungi"
"Byssoloma marginatum","NHMSYS0001476395","Byssoloma marginatum","Byssolomataceae","Fungi"
"Piccolia ochrophora","NHMSYS0020039190","Piccolia ochrophora","Biatorellaceae","Fungi"
"Aspicilia cinerea s. lat.","BMSSYS0000533569","Aspicilia cinerea s. lat.","Megasporaceae","Fungi"
"Steinia geophana","NBNSYS0000019051","Steinia geophana","Lecideaceae","Fungi"
"Leptogium hildenbrandii","NBNSYS0000162172","Leptogium hildenbrandii","Collemataceae","Fungi"
"Chaenotheca laevigata","NBNSYS0000015550","Chaenotheca laevigata","Coniocybaceae","Fungi"
"Anaptychia ciliaris subsp. ciliaris","NHMSYS0001474600","Anaptychia ciliaris","Physciaceae","Fungi"
"Calicium hyperelloides","NHMSYS0001476499","Calicium hyperelloides","Caliciaceae","Fungi"
"Gyalecta truncigena","NBNSYS0000016971","Gyalecta truncigena","Gyalectaceae","Fungi"
"Frutidella caesioatra","BMSSYS0000006885","Frutidella caesioatra","Ramalinaceae","Fungi"
"Ramalina capitata","NBNSYS0000039739","Ramalina capitata","Ramalinaceae","Fungi"
"Porina chlorotica f. tenuifera","NBNSYS0000019886","Porina chlorotica f. tenuifera","Porinaceae","Fungi"
"Peltigera hymenina","NBNSYS0000153338","Peltigera hymenina","Peltigeraceae","Fungi"
"Frutidella pullata","BMSSYS0000731165","Frutidella furfuracea","Ramalinaceae","Fungi"
"Schaereria corticola","NBNSYS0000039785","Schaereria corticola","Schaereriaceae","Fungi"
"Pertusaria coronata","NBNSYS0000019388","Pertusaria coronata","Pertusariaceae","Fungi"
"Pertusaria pseudocorallina","NBNSYS0000019409","Pertusaria pseudocorallina","Pertusariaceae","Fungi"
"Solenopsora vulturiensis","NHMSYS0001497670","Solenopsora vulturiensis","Catillariaceae","Fungi"
"Polyblastia philaea","NHMSYS0001494368","Polyblastia philaea","Verrucariaceae","Fungi"
"Thelotrema macrosporum","BMSSYS0000018503","Thelotrema macrosporum","Graphidaceae","Fungi"
"Diploschistes actinostomus","NHMSYS0020990175","Diploschistes actinostoma","Graphidaceae","Fungi"
"Cladonia pyxidata","NBNSYS0000018398","Cladonia pyxidata","Cladoniaceae","Fungi"
"Hyperphyscia adglutinata","NHMSYS0001484847","Hyperphyscia adglutinata","Physciaceae","Fungi"
"Collema auriforme","NHMSYS0001478230","Collema auriforme","Collemataceae","Fungi"
"Cetrelia olivetorum s.str.","BMSSYS0000533644","Cetrelia olivetorum s. lat.","Parmeliaceae","Fungi"
"Solorina bispora var. bispora","NHMSYS0001497673","Solorina bispora var. bispora","Peltigeraceae","Fungi"
"Cladonia uncialis subsp. uncialis","NHMSYS0001477685","Cladonia uncialis subsp. uncialis","Cladoniaceae","Fungi"
"Rhizocarpon alpicola","NBNSYS0000039744","Rhizocarpon alpicola","Rhizocarpaceae","Fungi"
"Dirina massiliensis f. massiliensis","NHMSYS0001480962","Dirina massiliensis f. massiliensis","Roccellaceae","Fungi"
"Porocyphus coccodes","NHMSYS0001494659","Porocyphus coccodes","Lichinaceae","Fungi"
"Pycnora xanthococca","NHMSYS0001495831","Pycnora xanthococca","Pycnoraceae","Fungi"
"Collemopsidium angermannicum","NHMSYS0001478334","Collemopsidium angermannicum","Xanthopyreniaceae","Fungi"
"Collema tenax var. corallinum","NHMSYS0001478318","Collema tenax var. corallinum","Collemataceae","Fungi"
"Menegazzia terebrata","NBNSYS0000018808","Menegazzia terebrata","Parmeliaceae","Fungi"
"Porpidia soredizodes","NBNSYS0000018523","Porpidia soredizodes","Lecideaceae","Fungi"
"Lambiella fuscosora","BMSSYS0000046911","Lambiella fuscosora","Trapeliaceae","Fungi"
"Collema crispum var. crispum","BMSSYS0000004369","Collema crispum var. crispum","Collemataceae","Fungi"
"Porpidia ochrolemma","BMSSYS0000015265","Porpidia ochrolemma","Lecideaceae","Fungi"
"Lichenomphalia alpina","NHMSYS0001488365","Lichenomphalia alpina","Hygrophoraceae","Fungi"
"Lecidea syncarpa","BMSSYS0000010058","Lecidea syncarpa","Lecideaceae","Fungi"
"Caloplaca cinnamomea","NBNSYS0000039594","Caloplaca cinnamomea","Teloschistaceae","Fungi"
"Porpidia zeoroides","BMSSYS0000015267","Porpidia zeoroides","Lecideaceae","Fungi"
"Xanthoparmelia pulla","NHMSYS0020536350","Xanthoparmelia pulla","Parmeliaceae","Fungi"
"Cladonia cryptochlorophaea","NBNSYS0000018365","Cladonia cryptochlorophaea","Cladoniaceae","Fungi"
"Pertusaria leucosora","NHMSYS0001492304","Pertusaria leucosora","Pertusariaceae","Fungi"
"Xanthoria ucrainica","BMSSYS0000019757","Xanthoria ucrainica","Teloschistaceae","Fungi"
"Lecidea fuscoatra s. lat.","BMSSYS0000289986","Lecidea fuscoatra s. lat.","Lecideaceae","Fungi"
"Fuscidea pusilla","NHMSYS0001482517","Fuscidea pusilla","Fuscideaceae","Fungi"
"Endocarpon pallidulum","NHMSYS0020327862","Endocarpon pallidulum","Verrucariaceae","Fungi"
"Miriquidica nigroleprosa var. nigroleprosa","NHMSYS0001489678","Miriquidica nigroleprosa var. nigroleprosa","Lecanoraceae","Fungi"
"Rinodina occulta","NHMSYS0001496501","Rinodina occulta","Physciaceae","Fungi"
"Verrucaria sandstedei","NHMSYS0020991019","Verrucaria sandstedei","Verrucariaceae","Fungi"
"Thelocarpon lichenicola","NBNSYS0000019082","Thelocarpon lichenicola","Thelocarpaceae","Fungi"
"Thelocarpon pallidum","NHMSYS0001499651","Thelocarpon pallidum","Thelocarpaceae","Fungi"
"Siphula ceratites","NBNSYS0000019041","Siphula ceratites","Icmadophilaceae","Fungi"
"Ramalina portuensis","NBNSYS0000018992","Ramalina portuensis","Ramalinaceae","Fungi"
"Opegrapha paraxanthodes","NHMSYS0021576503","Alyxoria paraxanthodes","Roccellaceae","Fungi"
"Protoblastenia lilacina","NHMSYS0001494803","Protoblastenia lilacina","Psoraceae","Fungi"
"Rinodina biloculata","NHMSYS0021576773","Orcularia insperata","Caliciaceae","Fungi"
"Gyalecta jenensis var. macrospora","NHMSYS0001483303","Gyalecta jenensis var. macrospora","Gyalectaceae","Fungi"
"Cetraria islandica subsp. islandica","NHMSYS0001477209","Cetraria islandica subsp. islandica","Parmeliaceae","Fungi"
"Arthopyrenia saxicola","NBNSYS0000142338","Arthopyrenia saxicola","Arthopyreniaceae","Fungi"
"Loxospora elatina","NHMSYS0001488586","Loxospora elatina","Sarrameanaceae","Fungi"
"Sarcogyne regularis","NHMSYS0001497067","Sarcogyne regularis","Acarosporaceae","Fungi"
"Verrucaria sphaerospora","NHMSYS0020991021","Verrucaria sphaerospora","Verrucariaceae","Fungi"
"Moelleropsis nebulosa","NHMSYS0021576653","Fuscopannaria nebulosa","Pannariaceae","Fungi"
"Thelidium fumidum","NBNSYS0000020650","Thelidium fumidum","Verrucariaceae","Fungi"
"Micarea pycnidiophora","NHMSYS0001489465","Micarea pycnidiophora","Pilocarpaceae","Fungi"
"Protoblastenia rupestris","NBNSYS0000020575","Protoblastenia rupestris","Psoraceae","Fungi"
"Bactrospora homalotropa","BMSSYS0000002237","Bactrospora homalotropa","Roccellaceae","Fungi"
"Haematomma ochroleucum var. ochroleucum","NHMSYS0001483485","Haematomma ochroleucum var. ochroleucum","Haematommataceae","Fungi"
"Hydropunctaria aractina","NHMSYS0020990285","Hydropunctaria aractina","Verrucariaceae","Fungi"
"Vezdaea retigera","NHMSYS0001501749","Vezdaea retigera","Vezdaeaceae","Fungi"
"Rinodina laevigata","NHMSYS0001496495","Rinodina laevigata","Physciaceae","Fungi"
"Ropalospora lugubris f. lugubris","NHMSYS0001496546","Ropalospora lugubris f. lugubris","Ropalosporaceae","Fungi"
"Porpidia flavocruenta","NHMSYS0020039040","Porpidia flavocruenta","Lecideaceae","Fungi"
"Porina sudetica","NBNSYS0000039717","Porina sudetica","Porinaceae","Fungi"
"Cyphelium inquinans","BMSSYS0000731130","Acolium inquinans","Caliciaceae","Fungi"
"Arctoparmelia incurva","NBNSYS0000142224","Arctoparmelia incurva","Parmeliaceae","Fungi"
"Cladonia coccifera s. str.","NHMSYS0020105993","Cladonia coccifera s. str.","Cladoniaceae","Fungi"
"Lecidea grisella","BMSSYS0000009847","Lecidea grisella","Lecideaceae","Fungi"
"Aspicilia recedens","NBNSYS0000018202","Aspicilia recedens","Megasporaceae","Fungi"
"Sclerococcum griseisporodochium","NHMSYS0020327885","Sclerococcum griseisporodochium",,"Fungi"
"Micarea vulpinaris","NHMSYS0020535695","Micarea vulpinaris","Pilocarpaceae","Fungi"
"Leptogium diffractum","BMSSYS0000050196","Pseudoleptogium diffractum","Collemataceae","Fungi"
"Ochrolechia frigida f. lapuensis","BMSSYS0000597827","Ochrolechia frigida f. lapuensis","Ochrolechiaceae","Fungi"
"Gyalecta geoica","NBNSYS0000016968","Gyalecta geoica","Gyalectaceae","Fungi"
"Caloplaca littorea","NHMSYS0001476651","Caloplaca littorea","Teloschistaceae","Fungi"
"Leptogium intermedium","BMSSYS0000051054","Scytinium intermedium","Collemataceae","Fungi"
"Opegrapha atra","NHMSYS0020989718","Arthonia atra","Arthoniaceae","Fungi"
"Leptogium juressianum","NHMSYS0001487428","Leptogium juressianum","Collemataceae","Fungi"
"Lichenomphalia velutina","NHMSYS0001488368","Lichenomphalia velutina","Hygrophoraceae","Fungi"
"Pertusaria bryontha","NBNSYS0000019381","Pertusaria bryontha","Pertusariaceae","Fungi"
"Acrocordia gemmata","NHMSYS0001472854","Acrocordia gemmata","Monoblastiaceae","Fungi"
"Caloplaca decipiens","NBNSYS0000020530","Caloplaca decipiens","Teloschistaceae","Fungi"
"Verrucaria caerulea","NBNSYS0000020671","Verrucaria caerulea","Verrucariaceae","Fungi"
"Sticta fuliginoides","BMSSYS0000051609","Sticta fuliginoides","Lobariaceae","Fungi"
"Roccellographa circumscripta","NHMSYS0020990830","Roccellographa circumscripta","Roccellographaceae","Fungi"
"Collema conglomeratum","NBNSYS0000018432","Collema conglomeratum","Collemataceae","Fungi"
"Verrucaria mucosa","NBNSYS0000020696","Verrucaria mucosa","Verrucariaceae","Fungi"
"Porina atlantica","NHMSYS0001494638","Porina atlantica","Porinaceae","Fungi"
"Polyblastia efflorescens","NBNSYS0000039713","Polyblastia efflorescens","Verrucariaceae","Fungi"
"Lecanora alboflavida","NBNSYS0000018565","Lecanora alboflavida","Lecanoraceae","Fungi"
"Fellhaneropsis vezdae","BMSSYS0000006758","Fellhaneropsis vezdae","Pilocarpaceae","Fungi"
"Lecidea herteliana","NHMSYS0020990400","Lecidea herteliana","Lecideaceae","Fungi"
"Lempholemma polyanthes","BMSSYS0000010126","Lempholemma polyanthes","Lichinaceae","Fungi"
"Caloplaca ochracea","NBNSYS0000020551","Caloplaca ochracea","Teloschistaceae","Fungi"
"Lobaria scrobiculata","BMSSYS0000010725","Lobarina scrobiculata","Lobariaceae","Fungi"
"Caloplaca virescens","NBNSYS0000020566","Caloplaca virescens","Teloschistaceae","Fungi"
"Absconditella pauxilla","NHMSYS0001472740","Absconditella pauxilla","Stictidaceae","Fungi"
"Lepraria incana s. str.","NHMSYS0000364677","Lepraria incana s. str.","Stereocaulaceae","Fungi"
"Rhizocarpon copelandii","NHMSYS0001496259","Rhizocarpon copelandii","Rhizocarpaceae","Fungi"
"Lepraria atlantica","NHMSYS0001487369","Lepraria atlantica","Stereocaulaceae","Fungi"
"Collema bachmanianum","BMSSYS0000045188","Enchylium bachmanianum","Collemataceae","Fungi"
"Stereocaulon alpinum","NBNSYS0000019052","Stereocaulon alpinum","Stereocaulaceae","Fungi"
"Pertusaria flavicans","NBNSYS0000019392","Pertusaria flavicans","Pertusariaceae","Fungi"
"Halecania viridescens","NHMSYS0001483510","Halecania viridescens","Catillariaceae","Fungi"
"Lecanora dispersa","BMSSYS0000048296","Myriolecis dispersa","Lecanoraceae","Fungi"
"Cladonia cenotea","NBNSYS0000018353","Cladonia cenotea","Cladoniaceae","Fungi"
"Cliostomum flavidulum","BMSSYS0000004205","Cliostomum flavidulum","Ramalinaceae","Fungi"
"Micarea melaena","NBNSYS0000018825","Micarea melaena","Pilocarpaceae","Fungi"
"Lecanora rupicola var. efflorens","NBNSYS0000018620","Lecanora rupicola var. efflorens","Lecanoraceae","Fungi"
"Cladonia digitata","NBNSYS0000018368","Cladonia digitata","Cladoniaceae","Fungi"
"Stereocaulon leucophaeopsis","NBNSYS0000019094","Stereocaulon leucophaeopsis","Stereocaulaceae","Fungi"
"Phaeophyscia endophoenicea","NBNSYS0000018919","Phaeophyscia endophoenicea","Physciaceae","Fungi"
"Arthopyrenia salicis","NHMSYS0001475005","Arthopyrenia salicis","Arthopyreniaceae","Fungi"
"Porpidia pachythallina","NHMSYS0001494694","Porpidia pachythallina","Lecideaceae","Fungi"
"Pseudephebe minuscula","BMSSYS0000015429","Pseudephebe minuscula","Parmeliaceae","Fungi"
"Bacidia auerswaldii","BMSSYS0000731211","Scutula effusa","Pilocarpaceae","Fungi"
"Cladonia diversa","BMSSYS0000003914","Cladonia diversa","Cladoniaceae","Fungi"
"Collema polycarpon","NBNSYS0000018449","Collema polycarpon","Collemataceae","Fungi"
"Lecania erysibe s. str.","NHMSYS0020987696","Lecania erysibe s. str.","Ramalinaceae","Fungi"
"Verrucaria madida","NHMSYS0001501638","Verrucaria madida","Verrucariaceae","Fungi"
"Lecanora gisleriana","NHMSYS0001486378","Lecanora gisleriana","Lecanoraceae","Fungi"
"Caloplaca cerina var. chloroleuca","NBNSYS0000020558","Caloplaca stillicidiorum","Teloschistaceae","Fungi"
"Arthonia ligniariella","NBNSYS0000039564","Arthonia ligniariella","Arthoniaceae","Fungi"
"Ramalina chondrina","NBNSYS0000018995","Ramalina chondrina","Ramalinaceae","Fungi"
"Micarea nigella","NBNSYS0000018829","Micarea nigella","Pilocarpaceae","Fungi"
"Aspicilia contorta subsp. contorta","NHMSYS0001475254","Aspicilia contorta subsp. contorta","Megasporaceae","Fungi"
"Lecanora poliophaea","NBNSYS0000018610","Lecanora poliophaea","Lecanoraceae","Fungi"
"Placopyrenium formosum","NHMSYS0020535934","Placopyrenium formosum","Verrucariaceae","Fungi"
"Rhizocarpon subpostumum","BMSSYS0000016246","Rhizocarpon subpostumum","Rhizocarpaceae","Fungi"
"Scoliciosporum sarothamni","NHMSYS0001497330","Scoliciosporum sarothamni","Scoliciosporaceae","Fungi"
"Verrucaria aquatilis","NBNSYS0000020667","Verrucaria aquatilis","Verrucariaceae","Fungi"
"Varicellaria hemisphaerica","BMSSYS0000052395","Varicellaria hemisphaerica","Ochrolechiaceae","Fungi"
"Polyblastia inumbrata agg.","NHMSYS0020987994","Polyblastia inumbrata agg.","Verrucariaceae","Fungi"
"Rhizocarpon geminatum","NBNSYS0000039754","Rhizocarpon geminatum","Rhizocarpaceae","Fungi"
"Frigidopyrenia bryospila","NHMSYS0020039364","Frigidopyrenia bryospila","Xanthopyreniaceae","Fungi"
